id,firstName,lastName,fullName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,birthDate,birthCountry,headshot
8484243,Koehn,Ziemmer,Koehn Ziemmer,89,R,R,72,202,2004-12-08,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8484243.png
8475692,Mats,Zuccarello,Mats Zuccarello,,C,L,68,181,1987-09-01,NOR,https://assets.nhle.com/mugs/nhl/20262027/LAK/8475692.png
8479998,Mikey,Anderson,Mikey Anderson,44,D,L,72,195,1999-05-25,USA,https://assets.nhle.com/mugs/nhl/20262027/LAK/8479998.png
8483699,Angus,Booth,Angus Booth,81,D,L,72,177,2004-04-27,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8483699.png
8485381,Henry,Brzustewicz,Henry Brzustewicz,,D,R,74,203,2007-02-09,USA,https://assets.nhle.com/mugs/nhl/20262027/LAK/8485381.png
8476879,Cody,Ceci,Cody Ceci,5,D,R,75,210,1993-12-21,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8476879.png
8482730,Brandt,Clarke,Brandt Clarke,92,D,R,74,200,2003-02-09,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8482730.png
8474563,Drew,Doughty,Drew Doughty,8,D,R,73,210,1989-12-08,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8474563.png
8475208,Brian,Dumoulin,Brian Dumoulin,2,D,L,76,215,1991-09-06,USA,https://assets.nhle.com/mugs/nhl/20262027/LAK/8475208.png
8484163,Jakub,Dvorak,Jakub Dvorak,51,D,L,77,203,2005-05-25,CZE,https://assets.nhle.com/mugs/nhl/20262027/LAK/8484163.png
8476441,Joel,Edmundson,Joel Edmundson,6,D,L,77,220,1993-06-28,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8476441.png
8476979,Erik,Gustafsson,Erik Gustafsson,,D,L,72,190,1992-03-14,SWE,https://assets.nhle.com/mugs/nhl/20262027/LAK/8476979.png
8478176,Joe,Hicketts,Joe Hicketts,27,D,L,68,176,1996-05-04,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8478176.png
8482922,Kirill,Kirsanov,Kirill Kirsanov,78,D,L,73,198,2002-09-19,RUS,https://assets.nhle.com/mugs/nhl/20262027/LAK/8482922.png
8481059,Scott,Perunovich,Scott Perunovich,,D,L,70,175,1998-08-18,USA,https://assets.nhle.com/mugs/nhl/20262027/LAK/8481059.png
8483509,Otto,Salin,Otto Salin,60,D,R,71,187,2004-03-07,FIN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8483509.png
8484844,Jared,Woolley,Jared Woolley,80,D,L,76,214,2006-02-27,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8484844.png
8476341,Anton,Forsberg,Anton Forsberg,31,G,L,75,200,1992-11-27,SWE,https://assets.nhle.com/mugs/nhl/20262027/LAK/8476341.png
8475311,Darcy,Kuemper,Darcy Kuemper,35,G,L,77,215,1990-05-05,CAN,https://assets.nhle.com/mugs/nhl/20262027/LAK/8475311.png
8481707,Erik,Portillo,Erik Portillo,1,G,L,78,218,2000-09-03,SWE,https://assets.nhle.com/mugs/nhl/20262027/LAK/8481707.png
8484417,Hampton,Slukynsky,Hampton Slukynsky,,G,L,73,179,2005-07-02,USA,https://assets.nhle.com/mugs/nhl/20262027/LAK/8484417.png
