id,firstName,lastName,fullName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,birthDate,birthCountry,headshot
8481683,Aidan,McDonough,Aidan McDonough,,L,L,75,190,1999-11-06,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8481683.png
8480802,Ryan,McLeod,Ryan McLeod,71,C,L,75,204,1999-09-21,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480802.png
8480292,Carson,Meyer,Carson Meyer,49,R,R,71,187,1997-08-18,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480292.png
8480064,Josh,Norris,Josh Norris,9,C,L,74,196,1999-05-05,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480064.png
8483500,Noah,Ostlund,Noah Ostlund,86,C,L,71,180,2004-03-11,SWE,https://assets.nhle.com/mugs/nhl/20262027/BUF/8483500.png
8484255,Jason,Polin,Jason Polin,,R,R,72,198,1999-06-17,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8484255.png
8482097,Jack,Quinn,Jack Quinn,22,R,R,73,185,2001-09-19,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8482097.png
8483755,Jake,Richard,Jake Richard,,R,R,73,188,2004-08-15,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8483755.png
8477839,Conor,Sheary,Conor Sheary,43,L,L,68,180,1992-06-08,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8477839.png
8479420,Tage,Thompson,Tage Thompson,72,C,R,78,220,1997-10-30,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8479420.png
8475722,Jason,Zucker,Jason Zucker,17,L,L,71,198,1992-01-16,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8475722.png
8481806,Louis,Crevier,Louis Crevier,,D,R,80,228,2001-05-04,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8481806.png
8480839,Rasmus,Dahlin,Rasmus Dahlin,26,D,L,75,204,2000-04-13,SWE,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480839.png
8478502,Dennis,Gilbert,Dennis Gilbert,8,D,L,74,216,1996-10-30,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8478502.png
8481564,Ryan,Johnson,Ryan Johnson,33,D,L,73,195,2001-07-24,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8481564.png
8483732,Vsevolod,Komarov,Vsevolod Komarov,76,D,R,76,211,2004-01-11,RUS,https://assets.nhle.com/mugs/nhl/20262027/BUF/8483732.png
8484192,Gavin,McCarthy,Gavin McCarthy,,D,R,74,194,2005-06-02,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8484192.png
8484305,Zach,Metsa,Zach Metsa,73,D,R,69,198,1998-10-19,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8484305.png
8485404,Radim,Mrtka,Radim Mrtka,57,D,R,78,218,2007-06-09,CZE,https://assets.nhle.com/mugs/nhl/20262027/BUF/8485404.png
8482671,Owen,Power,Owen Power,25,D,L,78,226,2002-11-22,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8482671.png
8480056,Jack,Rathbone,Jack Rathbone,3,D,L,71,188,1999-05-20,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480056.png
8480807,Mattias,Samuelsson,Mattias Samuelsson,23,D,L,76,229,2000-03-14,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480807.png
8484233,Maxim,Strbak,Maxim Strbak,,D,R,74,196,2005-04-13,SVK,https://assets.nhle.com/mugs/nhl/20262027/BUF/8484233.png
8479982,Conor,Timmins,Conor Timmins,21,D,R,75,213,1998-09-18,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8479982.png
8482803,Olen,Zellweger,Olen Zellweger,,D,L,70,193,2003-09-10,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8482803.png
8481551,Colten,Ellis,Colten Ellis,92,G,L,73,191,2000-10-05,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8481551.png
8483475,Topias,Leinonen,Topias Leinonen,50,G,L,78,234,2004-01-25,FIN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8483475.png
8480045,Ukko-Pekka,Luukkonen,Ukko-Pekka Luukkonen,1,G,L,77,223,1999-03-09,FIN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480045.png
8479312,Alex,Lyon,Alex Lyon,34,G,L,73,199,1992-12-09,USA,https://assets.nhle.com/mugs/nhl/20262027/BUF/8479312.png
8484218,Scott,Ratzlaff,Scott Ratzlaff,34,G,L,73,188,2005-03-09,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8484218.png
8480191,Matt,Villalta,Matt Villalta,,G,L,75,190,1999-06-03,CAN,https://assets.nhle.com/mugs/nhl/20262027/BUF/8480191.png
